formal_name,gsid,year,month,day,day_hour,hourly_avg
Kathmandu Airport,366,2015,1,7,11,13.2225
Kathmandu Airport,366,2015,1,7,12,11.9575
Kathmandu Airport,366,2015,1,7,13,11.6225
Kathmandu Airport,366,2015,1,7,14,10.17
Kathmandu Airport,366,2015,1,7,15,8.6225
Kathmandu Airport,366,2015,1,7,16,8.07
Kathmandu Airport,366,2015,1,7,17,7.34
Kathmandu Airport,366,2015,1,7,18,6.7375
Kathmandu Airport,366,2015,1,7,19,6.565
Kathmandu Airport,366,2015,1,7,20,5.84
Kathmandu Airport,366,2015,1,7,21,5.14
Kathmandu Airport,366,2015,1,7,22,4.9
Kathmandu Airport,366,2015,1,7,23,4.4825
Kathmandu Airport,366,2015,1,8,0,4.16
Kathmandu Airport,366,2015,1,8,1,4.2425
Kathmandu Airport,366,2015,1,8,2,5.08
Kathmandu Airport,366,2015,1,8,3,7.805
Kathmandu Airport,366,2015,1,8,4,11.355
Kathmandu Airport,366,2015,1,8,5,13.7
Kathmandu Airport,366,2015,1,8,6,14.91
Kathmandu Airport,366,2015,1,8,7,14.78
Kathmandu Airport,366,2015,1,8,8,14.1475
Kathmandu Airport,366,2015,1,8,9,16.285
Kathmandu Airport,366,2015,1,8,10,15.04
Kathmandu Airport,366,2015,1,8,11,12.6175
Kathmandu Airport,366,2015,1,8,12,11.065
Kathmandu Airport,366,2015,1,8,13,11.0675
Kathmandu Airport,366,2015,1,8,14,9.9575
Kathmandu Airport,366,2015,1,8,15,9.0625
Kathmandu Airport,366,2015,1,8,16,8.14
Kathmandu Airport,366,2015,1,8,17,7.53
Kathmandu Airport,366,2015,1,8,18,6.86
Kathmandu Airport,366,2015,1,8,19,6.36
Kathmandu Airport,366,2015,1,8,20,5.8325
Kathmandu Airport,366,2015,1,8,21,5.3775
Kathmandu Airport,366,2015,1,8,22,4.905
Kathmandu Airport,366,2015,1,8,23,4.4275
Kathmandu Airport,366,2015,1,9,0,4.0325
Kathmandu Airport,366,2015,1,9,1,3.7375
Kathmandu Airport,366,2015,1,9,2,4.315
Kathmandu Airport,366,2015,1,9,3,7.045
Kathmandu Airport,366,2015,1,9,4,11.48
Kathmandu Airport,366,2015,1,9,5,14.3275
Kathmandu Airport,366,2015,1,9,6,15.9125
Kathmandu Airport,366,2015,1,9,7,17.565
Kathmandu Airport,366,2015,1,9,8,18.34
Kathmandu Airport,366,2015,1,9,9,17.9325
Kathmandu Airport,366,2015,1,9,10,16.8025
Kathmandu Airport,366,2015,1,9,11,14.43
Kathmandu Airport,366,2015,1,9,12,12.1
Kathmandu Airport,366,2015,1,9,13,10.8525
Kathmandu Airport,366,2015,1,9,14,9.235
Kathmandu Airport,366,2015,1,9,15,7.84
Kathmandu Airport,366,2015,1,13,4,13.53
Kathmandu Airport,366,2015,1,13,5,14.8775
Kathmandu Airport,366,2015,1,13,6,18.0825
Kathmandu Airport,366,2015,1,13,7,19.145
Kathmandu Airport,366,2015,1,13,8,19.9075
Kathmandu Airport,366,2015,1,13,9,18.985
Kathmandu Airport,366,2015,1,13,10,17.085
Kathmandu Airport,366,2015,1,13,11,13.885
Kathmandu Airport,366,2015,1,13,12,11.7
Kathmandu Airport,366,2015,1,13,13,10.86
Kathmandu Airport,366,2015,1,13,14,10.35
Kathmandu Airport,366,2015,1,13,15,8.595
Kathmandu Airport,366,2015,1,13,16,7.8625
Kathmandu Airport,366,2015,1,13,17,6.9225
Kathmandu Airport,366,2015,1,13,18,6.3875
Kathmandu Airport,366,2015,1,13,19,6.0425
Kathmandu Airport,366,2015,1,13,20,5.5825
Kathmandu Airport,366,2015,1,13,21,4.9975
Kathmandu Airport,366,2015,1,13,22,4.34
Kathmandu Airport,366,2015,1,13,23,3.995
Kathmandu Airport,366,2015,1,14,0,3.73
Kathmandu Airport,366,2015,1,14,1,3.535
Kathmandu Airport,366,2015,1,14,2,4.38
Kathmandu Airport,366,2015,1,14,3,7.23
Kathmandu Airport,366,2015,1,14,4,11.8225
Kathmandu Airport,366,2015,1,14,5,15.0075
Kathmandu Airport,366,2015,1,14,6,17.0025
Kathmandu Airport,366,2015,1,14,7,17.975
Kathmandu Airport,366,2015,1,14,8,18.9825
Kathmandu Airport,366,2015,1,14,9,18.5575
Kathmandu Airport,366,2015,1,14,10,16.7175
Kathmandu Airport,366,2015,1,14,11,14.0825
Kathmandu Airport,366,2015,1,14,12,11.925
Kathmandu Airport,366,2015,1,14,13,10.89
Kathmandu Airport,366,2015,1,14,14,9.9025
